PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201700701416	28477361			High-grade serous carcinoma of tubo-ovarian origin: recent developments		Singh, Naveena (n.singh@bartshealth.nhs.uk) ; McCluggage, W. Glenn; Gilks, C. Blake									Histopathology (Oxford)		2017	SEP 2017	71	3	339-356	339	356							Extra-uterine high-grade serous carcinoma (HGSC) accounts for most of the morbidity and mortality associated with ovarian carcinoma, and is one of the leading causes of cancer death in women. Until recently our understanding of HGSC was very limited compared to other common cancers, and it has only been during the last 15 years that we have learned how to diagnose this ovarian carcinoma histotype accurately. Since then, however, there has been rapid progress, with identification of a precursor lesion in the fallopian tube, development of prevention strategies for both those with inherited susceptibility (hereditary breast and ovarian cancer syndrome) and without the syndrome, and elucidation of the molecular events important in oncogenesis. This molecular understanding has led to new treatment strategies for HGSC, with the promise of more to come in the near future. In this review we focus on these recent changes, including diagnostic criteria/differential diagnosis, primary site assignment, precursor lesions and the molecular pathology of HGSC.														0309-0167	1365-2559	10.1111/his.13248																		
J	BCI:BCI201700712195				The Role of the Obstetrician-Gynecologist in the Early Detection of Epithelial Ovarian Cancer in Women at Average Risk		Matteson, Kristen A.; Gunderson, Camille; Richardson, Debra L.	Comm Gynecologic Practice; Soc Gynecologic Oncology								Obstetrics & Gynecology		2017	SEP 2017	130	3	E146-E149	E146	E149							Ovarian cancer is the second most common type of female reproductive cancer, and more women die from ovarian cancer than from cervical cancer and uterine cancer combined. Currently, there is no strategy for early detection of ovarian cancer that reduces ovarian cancer mortality. Taking a detailed personal and family history for breast, gynecologic, and colon cancer facilitates categorizing women based on their risk (average risk or high risk) of developing epithelial ovarian cancer. Women with a strong family history of ovarian, breast, or colon cancer may have hereditary breast and ovarian cancer syndrome (BRCA mutation) or hereditary nonpolyposis colorectal cancer (Lynch syndrome), and these women are at increased risk of developing ovarian cancer. Women with these conditions should be referred for formal genetic counseling to better assess their cancer risk, including their risk of ovarian cancer. If appropriate, these women may be offered additional testing for early detection of ovarian cancer. The use of transvaginal ultrasonography and tumor markers (such as cancer antigen 125), alone or in combination, for the early detection of ovarian cancer in average- risk women have not been proved to reduce mortality, and harms exist from invasive diagnostic testing (eg, surgery) resulting from false-positive test results. The patient and her obstetrician-gynecologist should maintain an appropriate level of suspicion when potentially relevant signs and symptoms of ovarian cancer are present.														0029-7844	0029-7844																			
J	BCI:BCI201700712192				Hereditary Breast and Ovarian Cancer Syndrome		Modesitt, Susan C.; Lu, Karen; Chen, Lee-May; Powell, C. Bethan	Amer Coll Obstetrician; Soc Gynecologic Oncology								Obstetrics & Gynecology		2017	SEP 2017	130	3	E110-E126	E110	E126							Hereditary breast and ovarian cancer syndrome is an inherited cancer-susceptibility syndrome characterized by multiple family members with breast cancer, ovarian cancer, or both. Based on the contemporary understanding of the origins and management of ovarian cancer and for simplicity in this document, ovarian cancer also refers to fallopian tube cancer and primary peritoneal cancer. Clinical genetic testing for gene mutations allows more precise identification of those women who are at an increased risk of inherited breast cancer and ovarian cancer. For these individuals, screening and prevention strategies can be instituted to reduce their risks. Obstetrician-gynecologists play an important role in the identification and management of women with hereditary breast and ovarian cancer syndrome. If an obstetrician-gynecologist or other gynecologic care provider does not have the necessary knowledge or expertise in cancer genetics to counsel a patient appropriately, referral to a genetic counselor, gynecologic or medical oncologist, or other genetics specialist should be considered (1). More genes are being discovered that impart varying risks of breast cancer, ovarian cancer, and other types of cancer, and new technologies are being developed for genetic testing. This Practice Bulletin focuses on the primary genetic mutations associated with hereditary breast and ovarian cancer syndrome, BRCA1 and BRCA2, but also will briefly discuss some of the other genes that have been implicated.														0029-7844	0029-7844																			
J	BCI:BCI201700633457	28488140			Characterization of a new BRCA1 rearrangement in an Italian woman with hereditary breast and ovarian cancer syndrome		Concolino, Paola (paola.concolino@policlinicogemelli.it) ; Rizza, Roberta; Hackmann, Karl; Paris, Ida; Minucci, Angelo; De Paolis, Elisa; Scambia, Giovanni; Zuppi, Cecilia; Schrock, Evelin; Capoluongo, Ettore									Breast Cancer Research and Treatment		2017	JUL 2017	164	2	497-503	497	503							We report a novel BRCA1 LGR, involving the complete duplication of exon 3, in an Italian patient with a strong family history of breast and ovarian cancer. Our purpose is to provide an effective characterization of this LGR using a combination of different methods able to establish the exact breakpoints of the duplication.MAQ assay was used as primary screening method in LGRs detection. Array CGH, RT-PCR, and Long-PCR were used for a careful characterization of rearrangement and breakpoint regions. The Repeat Masker program was employed to identify Alu sequences at breakpoint junctions.RNA analysis showed that this in tandem duplication of exon 3 causes an in frame insertion of 18 amino acids within the protein. Array CGH and Long-PCR strategies revealed that the duplication (g.100411_102863dup) involves exactly 2.452 nucleotides between intron 2 and intron 3 of the gene. In addition, while an Alu Sx sequence was identified at upstream breakpoint, no Alu repeats were found at downstream junction. This supports the hypothesis that the new duplication was the result of a non-homologous recombination event between Alu and Non-Alu sequences.Our strategy, which combines a comprehensive set of methodologies, has been able to characterize the new BRCA1 duplication confirming, as previously reported, that MAQ assay represents a reliable and effective method for a primary screening of BRCA rearrangements. We underline the relevance of incorporating quantitative methods for BRCA genes dosage testing into routine diagnostic practice.				concolino, paola/0000-0002-0523-5744										0167-6806	1573-7217	10.1007/s10549-017-4275-8																		
J	BCI:BCI201700503429	28334914			Clinical utility of a self-administered questionnaire for assessment of hereditary gynecologic cancer		Masuda, Kenta; Hirasawa, Akira (hir-aki45@keio.jp) ; Irie-Kunitomi, Haruko; Akahane, Tomoko; Ueki, Arisa; Kobayashi, Yusuke; Yamagami, Wataru; Nomura, Hiroyuki; Kataoka, Fumio; Tominaga, Eiichiro; Banno, Kouji; Susumu, Nobuyuki; Aoki, Daisuke (aoki@z7.keio.jp)									Japanese Journal of Clinical Oncology		2017	MAY 2017	47	5	401-406	401	406							This study shows that the newly designed self-administered questionnaire is a useful tool to assess the risk of hereditary cancer for patients with gynecologic cancer.A patient's medical history and familial cancer history are important information for assessing the risk of hereditary cancer. We have generated a self-administered questionnaire for patients with gynecologic cancer. This pilot study analyzed the usefulness of this questionnaire and the rates of patients that meet the Society of Gynecologic Oncology criteria in ovarian cancer and endometrial cancer patients.Ovarian or endometrial cancer patients were recruited for this study. After informed consent was obtained, participants completed the questionnaire. Genetic risks were assessed from the data of each patient's questionnaire by Society of Gynecologic Oncology guideline. Clinical and pathological findings were compared between the genetic risk groups.A total of 105 patients were identified with ovarian cancer and 56 patients with endometrial cancer eligible for this study. According to the Society of Gynecologic Oncology guideline, of the 105 ovarian cancer patients, 25 patients (23%) had a 20-25% risk and three patients (2.9%) had a 5-10% risk of hereditary breast and ovarian cancer syndrome. A further 22 patients (21%) had a 5-10% risk of Lynch syndrome. Two patients (1.9%) met the Amsterdam criteria II. Of 56 endometrial cancer patients, 24 patients (42.9%) had a 5-10% risk of Lynch syndrome. The endometrial cancer patients with genetic risk of Lynch syndrome were younger (mean age: 47.79) at diagnosis compared to patients without a genetic risk of Lynch syndrome (mean age: 57.91).In this study, we were able to show that the newly designed questionnaire is a useful tool for evaluating cancer family history along with Society of Gynecologic Oncology criteria or Amsterdam criteria II. When considering the risk of Lynch syndrome for a patient with ovarian cancer, it is important to collect a second and third relative's family history.				Yamagami, Wataru/0000-0003-3925-6057										0368-2811	1465-3621	10.1093/jjco/hyx019																		
J	BCI:BCI201700339700	28314314			Familial Gastrointestinal Stromal Tumor with Germline KIT Mutations Accompanying Hereditary Breast and Ovarian Cancer Syndrome		Sekido, Yuki; Ohigashi, Seiji (ohsei@luke.ac.jp) ; Takahashi, Tsuyoshi (ttakahashi2@gesurg.med.osaka-u.ac.jp) ; Hayashi, Naoki; Suzuki, Koyu; Hirota, Seiichi									Anticancer Research		2017	MAR 2017	37	3	1425-1431	1425	1431							Background: Familial gastrointestinal stromal tumor ( GIST) is a rare disease with germline mutations in thec-kit gene ( KIT) or platelet-derived growth factor receptor alpha gene ( PDGFRA). We had encountered multiple GISTs in the stomach and small intestine during a screening of ovarian cancer for a woman with hereditary breast and ovarian cancer syndrome ( HBOC) with breast cancer susceptibility gene II (BRCA2) mutations. The aim of this study was to examine this case in detail. Case Report: A 65-year-old woman diagnosed with HBOC harboring BRCA2 mutations was found to have multiple tumors in the stomach and small intestine by abdominal screening. All tumors were resected, and KIT gene mutations (p. Trp557Leu and p. Lys558Glu) in exon 11 were detected in all tumors and peripheral blood leukocytes. The patient was diagnosed with familial GIST. Conclusion: This was an extremely rare case in which familial GIST with germline KIT gene mutations coexisted with HBOC.														0250-7005	1791-7530	10.21873/anticanres.11466																		
J	BCI:BCI201700353875	28184945			First description of a double heterozygosity for BRCA1 and BRCA2 pathogenic variants in. a French metastatic breast cancer patient: A case report		Meynard, Guillaume (guillaumeynard@gmail.com) ; Mansi, Laura; Lebahar, Pierre; Villanueva, Cristian; Klajer, Elodie; Calcagno, Fabien; Vivalta, Adrian; Chaix, Marie; Collonge-Rame, Marie-Agnes; Populaire, Celine; Algros, Marie-Paule; Colpart, Prudence; Neidich, Julie; Pivot, Xavier; Curtit, Elsa									Oncology Reports		2017	MAR 2017	37	3	1573-1578	1573	1578							Hereditary breast and ovarian cancer syndrome is an autosomal dominant disease caused primarily by germline mutations in the BRCA1 or BRCA2 gene. Rare cases of double heterozygosity for BRCA1 and BRCA2 mutations have been reported quite exceptionally in non-Ashkenazi individuals. We describe the case of a woman who developed a bilateral breast cancer, discovered concomitantly, at 46 years old. Biopsies confirmed the presence of two breast cancers with distinct histology. BRCA analysis was tested due to a positive family history of breast cancer, and two pathogenic monoallelic mutations were detected, one in the BRCA1 gene and one in the BRCA2 gene. There is no known Ashkenazi Jewish ancestry. We report the first description of a never described double heterozygosity for BRCA1 and BRCA2 pathogenic variants in a French metastatic breast cancer patient, with two distinct histology, and two distinct mutations.														1021-335X	1791-2431	10.3892/or.2017.5422																		
J	BCI:BCI201700375028				Investigation of HBOC germline mutations in women diagnosed with breast cancer in Trinidad and Tobago		Parkinson, G. T.; Chagpar, A. B.; Hofstatter, E. W.; Nunez-Smith, M.									Cancer Research		2017	FEB 2017	77	Suppl. 4	P3-10-01	P3																						0008-5472	1538-7445	10.1158/1538-7445.SABCS16-P3-10-01																		
J	BCI:BCI201700391010	28231738			Pedigree and BRCA gene analysis in breast cancer patients to identify hereditary breast and ovarian cancer syndrome to prevent morbidity and mortality of disease in Indian population		Darooei, Mina; Poornima, Subhadra; Salma, Bibi Umae; Iyer, Gayatri R.; Pujar, Akhilesh N.; Annapurna, Srirambhatla; Shah, Ashwin; Maddali, Srinivas; Hasan, Qurratulain (qhasan2000@yahoo.com)									Tumor Biology		2017	FEB 2017	39	2										Global burden of breast cancer is expected to increase to >2 million new cases every year by 2030 and 10% of these are likely to have hereditary breast and ovarian cancer syndrome. Identifying these individuals by pedigree and BRCA1/2 mutation analyses will enable us to offer targeted mutation testing and appropriate counseling. This study from a tertiary care hospital showed that of the 127 breast cancer patients on treatment during 2014-2015, 24 of them fulfilled the criteria of hereditary breast and ovarian cancer syndrome after detailed verbal autopsy and pedigree analysis, and BRCA1 and 2 next-generation sequencing done after pre-test counseling revealed mutations in 13 cases (54%), these included 9 BRCA1 mutations (69%) and 4 BRCA2 mutation (31%). Subsequent post-test counseling recommended targeted mutation analysis for 64 high-risk members in these 13 families with pathogenic mutations, which will help in surveillance for early detection, appropriate management, and prevention of the disease by decreasing the burden to both family and nation. Results from this preliminary study highlight the importance of genetic counseling, pedigree analysis, and genetic testing. It can be recommended that all oncology units should have a genetic counseling service for providing appropriate support to oncologists, patients, and families to prevent unnecessary testing; however, breast cancer screening program is incomplete without evaluating for hereditary breast and ovarian cancer syndrome.														1010-4283	1423-0380	10.1177/1010428317694303																		
J	BCI:BCI201700254283	28049106			Linking uterine serous carcinoma to BRCA1/2-associated cancer syndrome: A meta-analysis and case report		de Jonge, M. M.; Mooyaart, A. L.; Vreeswijk, M. P. G.; de Kroon, C. D.; van Wezel, T.; van Asperen, C. J.; Smit, V. T. H. B. M.; Dekkers, O. M.; Bosse, T. (t.bosse@lumc.nl)									European Journal of Cancer		2017	FEB 2017	72		215-225	215	225							Background: Uterine serous carcinoma (USC) shows greater morphological, clinical and molecular similarities to high-grade ovarian tubal serous carcinoma than to other types of endometrial cancer. As high-grade ovarian tubal serous carcinoma is known to be associated with BRCA1/2 pathogenic germline mutations (PMs), we aimed to explore whether USC is also a constituent of hereditary breast and ovarian cancer syndrome.Methods: Pubmed, EMBASE and Web of Science were searched in July 2016 for articles assessing the association between USC and germline BRCA1/2-PMs. Pooled analysis and comparisons were performed using a random effects logistic model, stratifying for ethnicity (Ashkenazi versus non-Ashkenazi). In addition, tumour tissue from an USC case with a hereditary BRCAl-PM was analysed for loss of heterozygosity at the BRCA1 locus and was functionally analysed for homologous recombination proficiency.Results: The search yielded 1893 citations, 10 studies were included describing 345 USC patients. For Ashkenazi Jews, the pooled odds ratio of having a germline BRCA1/2-PM was increased in USC patients compared with the general Ashkenazi population: odds ratio 5.4 (95%confidence interval: 2.2-13.1). In the patient with USC, we identified the known germline BRCAl-PM in the tumour DNA. Furthermore, we showed both loss of heterozygosity of the wild-type allele and a deficiency of homologous recombination.Conclusion: This study suggests that USC may be an overlooked component of BRCA1/2-associated hereditary breast and ovarian cancer syndrome. Screening for germline BRCA1/2-PMs should be considered in patients diagnosed with USC, especially in cases with a positive first-degree family history for breast and/or ovarian cancer. (C) 2016 Elsevier Ltd. All rights reserved.				Dekkers, Olaf/0000-0002-1333-7580										0959-8049	1879-0852	10.1016/j.ejca.2016.11.028																		
J	BCI:BCI201700142886	27880748			CDC Grand Rounds: Family History and Genomics as Tools for Cancer Prevention and Control		Rodriguez, Juan L. (JRodriguez2@cdc.gov) ; Thomas, Cheryll C.; Massetti, Greta M.; Duquette, Debra; Avner, Lindsay; Iskander, John; Khoury, Muin J.; Richardson, Lisa C.									Morbidity and Mortality Weekly Report		2016	NOV 25 2016	65	46	1291-1294	1291	1294																					0149-2195	1545-861X	10.15585/mmwr.mm6546a3																		
J	BCI:BCI201700110289				Annual Meeting of the Association-for-Molecular-Pathology, Charlotte, NC, USA, November 10 -12, 2016		Anonymous									Journal of Molecular Diagnostics		2016	NOV 2016	18	6	937-1052	937	1052							This Association for Molecular Pathology meeting, which focuses on molecular diagnostics and clinical pathology, contains abstracts of approximately 460 papers written in English. Topics include germline and somatic variants, next-generation sequencing assay, inherited cancer, PCR, combined immunodeficiency, T cell lymphopenia, newborn screening, gene expression, cardiac fibrosis, coronary artery disease, gene mutation, chromosomal microarray, genome-wide methylation testing, sequence and copy number alterations, genotyping, internal laboratory variant classification, large genomic rearrangements, gastrointestinal polyposis, hereditary hemochromatosis, inherited polyneuropathy, high-resolution melting, cystic fibrosis and Danor disease.														1525-1578	1943-7811																			
J	BCI:BCI201700015853	27525501			Evolution of Hereditary Breast Cancer Genetic Services: Are Changes Reflected in the Knowledge and Clinical Practices of Florida Providers?		Cragun, Deborah; Scherr, Courtney; Camperlengo, Lucia; Vadaparampil, Susan T.; Pal, Tuya (tuya.pal@moffitt.org)									Genetic Testing and Molecular Biomarkers		2016	OCT 2016	20	10	569-578	569	578							Aims: We describe practitioner knowledge and practices related to hereditary breast and ovarian cancer (HBOC) in an evolving landscape of genetic testing. Methods: A survey was mailed in late 2013 to Florida providers who order HBOC testing. Descriptive statistics were conducted to characterize participants' responses. Results: Of 101 respondents, 66% indicated either no genetics education or education through a commercial laboratory. Although 79% of respondents were aware of the Supreme Court ruling resulting in the loss of Myriad Genetics' BRCA gene patent, only 19% had ordered testing from a different laboratory. With regard to pretest counseling, 78% of respondents indicated they usually discuss 11 of 14 nationally recommended elements for informed consent. Pretest discussion times varied from 3 to 120min, with approximately half spending <20min. Elements not routinely covered by >40% of respondents included (1) possibility of a variant of uncertain significance (VUS) and (2) issues related to life/disability insurance. With regard to genetic testing for HBOC, 88% would test an unaffected sister of a breast cancer patient identified with a BRCA VUS. Conclusions: Results highlight the need to identify whether variability in hereditary cancer service delivery impacts patient outcomes. Findings also reveal opportunities to facilitate ongoing outreach and education.				Scherr, Courtney/0000-0001-9362-5410										1945-0265	1945-0257	10.1089/gtmb.2016.0113																		
J	BCI:BCI201600814823	27663109			Psychosocial outcomes and counselee satisfaction following genetic counseling for hereditary breast and ovarian cancer: A patient-reported outcome study		Oberguggenberger, Anne (anne.oberguggenberger@tirol-kliniken.at) ; Sztankay, Monika; Morscher, Raphael Johannes; Sperner-Unterweger, Barbara; Weber, Ingrid; Hubalek, Michael; Kemmler, Georg; Zschocke, Johannes; Martini, Caroline; Egle, Daniel; Duenser, Martina; Gamper, Eva; Meraner, Verena									Journal of Psychosomatic Research		2016	OCT 2016	89		39-45	39	45							Objective: We investigated the psychosocial consequences of genetic counseling and testing (GCT) for hereditary breast and ovarian cancer (HBOC) at follow-up in a "real-life" sample of counselees at an Austrian tertiary care center.Methods: The study cohort included counselees who had undergone genetic counseling for HBOC and completed a follow-up self-report questionnaire battery on psychosocial outcomes (quality of life, psychological distress, satisfaction with counseling and decisions). For comparison of distress, we recruited a reference sample of breast cancer survivors (BCS; n = 665) who had not requested GCT in the same setting.Results: Overall, counselees did not exhibit increased levels of anxiety and depression when compared to BCS. No specific follow-up deleterious psychosocial consequences were detected among the former group. Of the 137 counselees, 22.6% and 9.8% experienced clinically relevant levels of anxiety and depression, respectively, at an average follow-up time of 1.8 years. However, both anxiety and depression significantly decreased with time and were alike between counselees with and without cancer diagnosis. Follow-up cancer worry seems to be significantly higher among counselees who had not undergone genetic testing or were undecided about it than among counselees who had been tested.Conclusion: Our results strongly support GCT as part of routine care for patients with HBOC. The risk factors of increased distress in specific subgroups of counselees, such as recent cancer diagnosis or uncertainty about testing, warrant further exploration and specific attention in clinical routines. Particularly, the psychological needs of undecided counselees warrant ongoing attention and potential follow-ups. (C) 2016 Elsevier Inc. All rights reserved.														0022-3999	1879-1360	10.1016/j.jpsychores.2016.08.005																		
J	BCI:BCI201600752870	27532258			Analysis of Founder Mutations in Rare Tumors Associated With Hereditary Breast/Ovarian Cancer Reveals a Novel Association of BRCA2 Mutations with Ampulla of Vater Carcinomas		Pinto, Pedro; Peixoto, Ana; Santos, Catarina; Rocha, Patricia; Pinto, Carla; Pinheiro, Manuela; Leca, Luis; Martins, Ana Teresa; Ferreira, Veronica; Bartosch, Carla; Teixeira, Manuel R. (manuel.teixeira@ipoporto.min-saude.pt)									PLoS One		2016	AUG 17 2016	11	8	Article No.: e0161438	e0161438								BRCA1 and BRCA2 mutations are responsible for hereditary breast and ovarian cancer, but they also confer an increased risk for the development of rarer cancers associated with this syndrome, namely, cancer of the pancreas, male breast, peritoneum, and fallopian tube. The objective of this work was to quantify the contribution of the founder mutations BRCA2 c.156_157insAlu and BRCA1 c.3331_3334del for cancer etiology in unselected hospital-based cohorts of Portuguese patients diagnosed with these rarer cancers, by using a strategy that included testing of archival tumor tissue. A total of 102 male breast, 68 pancreatic and 33 peritoneal/fallopian tube carcinoma cases were included in the study. The BRCA2 c.156_157insAlu mutation was observed with a frequency of 7.8% in male breast cancers, 3.0% in peritoneal/fallopian tube cancers, and 1.6% in pancreatic cancers, with estimated total contributions of germline BRCA2 mutations of 14.3%, 5.5%, and 2.8%, respectively. No carriers of the BRCA1 c.3331_3334del mutation were identified. During our study, a patient with an ampulla of Vater carcinoma was incidentally found to carry the BRCA2 c.156_157insAlu mutation, so we decided to test a consecutive series of additional 15 ampullary carcinomas for BRCA1/BRCA2 mutations using a combination of direct founder mutation testing and full gene analysis with next generation sequencing. BRCA2 mutations were observed with a frequency of 14.3% in ampulla of Vater carcinomas. In conclusion, taking into account the implications for both the individuals and their family members, we recommend that patients with these neoplasias should be offered BRCA1/BRCA2 genetic testing and we here show that it is feasible to test for founder mutations in archival tumor tissue. Furthermore, we identified for the first time a high frequency of germline BRCA2 mutations in ampullary cancers.			Teixeira, Manuel/E-4885-2011	Teixeira, Manuel/0000-0002-4896-5982; Pinto, Carla/0000-0001-8689-3388; Pinto, Pedro/0000-0001-6289-5792; Rocha, Patricia/0000-0001-6275-026X; Peixoto, Ana/0000-0002-1404-5897; Pinheiro, Manuela/0000-0001-8228-3435; Santos, Catarina/0000-0002-9102-757X										1932-6203	1932-6203	10.1371/journal.pone.0161438																		
